MSG,8,0,0,43BE89,0,2017/01/05,20:34:05.471,2017/01/05,20:34:05.471,,,,,,,,,,,,0
MSG,7,0,0,43BE89,0,2017/01/05,20:34:05.710,2017/01/05,20:34:05.710,,8725,,,,,,,,,,0
MSG,6,0,0,43BE89,0,2017/01/05,20:34:06.163,2017/01/05,20:34:06.163,,,,,,,,2751,,0,0,0
MSG,4,0,0,601100,0,2017/01/05,20:34:07.809,2017/01/05,20:34:07.809,,,335.3,123.1,,,2240,,,,,0
MSG,8,0,0,43BE89,0,2017/01/05,20:34:08.079,2017/01/05,20:34:08.079,,,,,,,,,,,,0
MSG,5,0,0,601100,0,2017/01/05,20:34:08.096,2017/01/05,20:34:08.096,,15450,,,,,,,,,0,0
MSG,6,0,0,601100,0,2017/01/05,20:34:08.097,2017/01/05,20:34:08.097,,,,,,,,1512,,0,0,0
MSG,8,0,0,43BE89,0,2017/01/05,20:34:08.215,2017/01/05,20:34:08.215,,,,,,,,,,,,0
MSG,7,0,0,43BE89,0,2017/01/05,20:34:08.227,2017/01/05,20:34:08.227,,8775,,,,,,,,,,0
MSG,8,0,0,43BE89,0,2017/01/05,20:34:08.242,2017/01/05,20:34:08.242,,,,,,,,,,,,0
MSG,8,0,0,601100,0,2017/01/05,20:34:08.299,2017/01/05,20:34:08.299,,,,,,,,,,,,0
MSG,5,0,0,43BE89,0,2017/01/05,20:34:08.308,2017/01/05,20:34:08.308,,8775,,,,,,,,,0,0
MSG,5,0,0,601100,0,2017/01/05,20:34:08.316,2017/01/05,20:34:08.316,,15450,,,,,,,,,0,0
MSG,4,0,0,43BE89,0,2017/01/05,20:34:08.393,2017/01/05,20:34:08.393,,,288.0,126.7,,,896,,,,,0
MSG,5,0,0,43BE89,0,2017/01/05,20:34:08.478,2017/01/05,20:34:08.478,,8775,,,,,,,,,0,0
MSG,5,0,0,43BE89,0,2017/01/05,20:34:08.490,2017/01/05,20:34:08.490,,8775,,,,,,,,,0,0
MSG,8,0,0,43BE89,0,2017/01/05,20:34:08.539,2017/01/05,20:34:08.539,,,,,,,,,,,,0
MSG,3,0,0,43BE89,0,2017/01/05,20:34:08.583,2017/01/05,20:34:08.583,,8775,,,,,,,,,,0
MSG,7,0,0,43BE89,0,2017/01/05,20:34:08.766,2017/01/05,20:34:08.766,,8775,,,,,,,,,,0
MSG,7,0,0,43BE89,0,2017/01/05,20:34:08.816,2017/01/05,20:34:08.816,,8775,,,,,,,,,,0
MSG,7,0,0,601100,0,2017/01/05,20:34:09.006,2017/01/05,20:34:09.006,,15475,,,,,,,,,,0
MSG,7,0,0,601100,0,2017/01/05,20:34:09.198,2017/01/05,20:34:09.198,,15475,,,,,,,,,,0
MSG,7,0,0,43BE89,0,2017/01/05,20:34:09.208,2017/01/05,20:34:09.208,,8800,,,,,,,,,,0
MSG,8,0,0,601100,0,2017/01/05,20:34:09.294,2017/01/05,20:34:09.294,,,,,,,,,,,,0
MSG,5,0,0,43BE89,0,2017/01/05,20:34:09.308,2017/01/05,20:34:09.308,,8800,,,,,,,,,0,0
MSG,6,0,0,43BE89,0,2017/01/05,20:34:09.309,2017/01/05,20:34:09.309,,,,,,,,2751,,0,0,0
MSG,5,0,0,601100,0,2017/01/05,20:34:09.599,2017/01/05,20:34:09.599,,15500,,,,,,,,,0,0
MSG,7,0,0,43BE89,0,2017/01/05,20:34:09.766,2017/01/05,20:34:09.766,,8800,,,,,,,,,,0
MSG,8,0,0,43BE89,0,2017/01/05,20:34:09.823,2017/01/05,20:34:09.823,,,,,,,,,,,,0
MSG,3,0,0,43BE89,0,2017/01/05,20:34:09.963,2017/01/05,20:34:09.963,,8800,,,,,,,,,,0
